Jurisdiction ,Bill Number ,Bill Title ,Bill Status ,Bill Summary ,Category ,Year
New York ,A 7904 ,Disclosure of the Use of Artificial Intelligence ,Pending ,Requires disclosure of the use of AI in political communications; directs the state board of elections to create criteria for determining whether a political communication contains an image or video footage created through generative AI and to create a definition of content generated by AI. ,Elections ,2024
New York ,A 7906 ,Use of Automated Decision Tools by Landlords ,Pending ,Relates to the use of automated decision tools by landlords for making housing decisions; sets conditions and rules for use of such tools. ,Private Sector Use ,2024
New York ,A 8098 ,Generative Artificial Intelligence Created Books ,Pending ,"Provides that any book that was wholly or partially created through the use of generative AI, published in the state, shall conspicuously disclose upon the cover of the book, that such book was created with the use of generative AI; provides that books subject to such provisions shall include, but not be limited to, all printed and digital books, regardless of the target age group or audience, consisting of text, pictures, audio, puzzles, games or any combination. ",Private Sector Use ,2024
New York ,A 8105 ,Oaths of Responsible Use Requirement ,Pending ,"Provides that every operator of a generative or surveillance advanced AI system that is accessible to residents of the state shall require a user to create an account prior to utilizing such service; provides that prior to each user creating an account, such operator shall present the user with a conspicuous digital or physical document that the user must affirm under penalty of perjury prior to the creation or continued use of such account. ",Private Sector Use; Responsible Use ,2024
New York ,A 8110 ,Admissibility of Evidence Created or Processed by AI ,Pending ,Sets rules and procedures for the admissibility of evidence created or processed by AI. ,Government Use; Judicial Use ,2024
New York ,A 8129 ,Artificial Intelligence Bill of Rights ,Pending ,"Enacts the New York Artificial Intelligence Bill of Rights to provide residents of the state with rights and protections to ensure that any system making decisions without human intervention impacting their lives do so lawfully, properly and with meaningful oversight. ",Audit; Government Use; Impact Assessment; Notification Private Sector Use; Responsible Use ,2024
New York ,A 8138 ,Contract Requirements for Digital Replicas ,Pending ,Establishes requirements for contracts involving the creation and use of digital replicas. ,Private Sector Use ,2024
New York ,A 8158 ,Publications Using Artificial Intelligence ,Pending ,"Requires that every newspaper, magazine or other publication printed or electronically published in the state, which contains the use of generative AI or other information communication technology, shall identify that certain parts of such newspaper, magazine or publication were composed using AI or other information communication technology. ",Provenance ,2024
New York ,A 8179 ,Robot Tax Act ,Pending ,"Imposes on every corporation subject to certain taxes a tax surcharge to be in an amount equal to the sum of any taxes or fees imposed by the state or any political subdivision thereof computed based on an employee's wage, including but not limited to income tax and unemployment insurance, paid by the corporation or the employee for an employee's final year of employment with the company where such employee was displaced in such taxable year due to the employee's position being replaced by technology. ",Effect on Labor/Employment ,2024
New York ,A 8195 ,Advanced Artificial Intelligence Licensing Act ,Pending ,Enacts the Advanced Artificial Intelligence Licensing Act; provides for regulation of advanced AI systems (Part A); requires registration and licensing of high–risk advanced AI systems and related provisions regarding the operation of such systems (Part B); establishes the advanced AI ethical code of conduct (Part C); prohibits the development and operation of certain AI systems (Part D). ,Oversight/Governance; Responsible Use; Studies ,2024
New York ,A 8328 ,Electronic Monitoring by Employer or Employment Agency ,Failed,Restricts the use by an employer or an employment agency of electronic monitoring or an automated employment decision tool to screen a candidate or employee for an employment decision unless such tool has been the subject of a bias audit within the last year and the results of such audit have been made public; requires notice to employment candidates of the use of such tools; provides remedies; makes a conforming change to the civil rights law. ,Audit; Private Sector Use; Responsible Use ,2024
New York ,A 8369 ,Determination of Insurance Rates ,Pending ,"Prohibits the use of external consumer data and information sources being used when determining insurance rates; provides that no insurer shall unfairly discriminate based on race, color, national or ethnic origin, religion, sex, sexual orientation, disability, gender identity, or gender expression, or use any external consumer data and information sources, as well as any algorithms or predictive models that use external consumer data and information sources, in a way that unfairly discriminates. ",Private Sector Use ,2024
